Estación: ,C19173,LOS PALMITOS. CADEREYTA
2015-04-28,5.16,CLIC
2015-04-29,3.12,CLIC
2015-04-30,2.33,CLIC
2015-05-01,4.26,CLIC
2015-05-02,3.09,CLIC
2015-05-03,0.15,CLIC
2015-05-04,2,CLIC
2015-05-05,0.45,CLIC
2015-05-06,1.5,CLIC
2015-05-07,3.26,CLIC
2015-05-08,8.34,CLIC
2015-05-09,4.45,CLIC
2015-05-10,2.25,CLIC
2015-05-11,6.15,CLIC
2015-05-12,4.09,CLIC
2015-05-13,1.12,CLIC
2015-05-14,2.39,CLIC
2015-05-15,4.65,CLIC
2015-05-16,2.4,CLIC
2015-05-17,3.4,CLIC
2015-05-18,2.3,CLIC
2015-05-19,1.55,CLIC
2015-05-20,2.16,CLIC
2015-05-21,6.48,CLIC
2015-05-22,0.56,CLIC
2015-05-23,6.45,CLIC
2015-05-24,2.65,CLIC
2015-05-25,2.97,CLIC
2015-05-26,1.68,CLIC
2015-05-27,3.3,CLIC
2015-05-28,1.96,CLIC
2015-05-29,1.14,CLIC
2015-05-30,5.7,CLIC
2015-05-31,3.9,CLIC
2015-06-01,5.2,CLIC
2015-06-02,2.75,CLIC
2015-06-03,3.55,CLIC
2015-06-04,3.85,CLIC
2015-06-05,3.55,CLIC
2015-06-06,2.15,CLIC
2015-06-07,2.35,CLIC
2015-06-08,2.7,CLIC
2015-06-09,4.2,CLIC
2015-06-10,5.9,CLIC
2015-06-11,5.2,CLIC
2015-06-12,4.35,CLIC
2015-06-13,6.75,CLIC
2015-06-14,4.75,CLIC
2015-06-15,2.45,CLIC
2015-06-16,4.35,CLIC
2015-06-17,5.35,CLIC
2015-06-18,4.55,CLIC
2015-06-19,4.85,CLIC
2015-06-20,1.9,CLIC
2015-06-21,3.35,CLIC
2015-06-22,1.9,CLIC
2015-06-23,3.1,CLIC
2015-06-24,2.92,CLIC
2015-06-25,6.03,CLIC
2015-06-26,5.2,CLIC
2015-06-27,4.76,CLIC
2015-06-28,5.34,CLIC
2015-06-29,3.6,CLIC
2015-06-30,5.2,CLIC
2015-07-01,6,CLIC
2015-07-02,0.1,CLIC
2015-07-03,4.42,CLIC
2015-07-04,5.88,CLIC
2015-07-05,5.25,CLIC
2015-07-06,5.7,CLIC
2015-07-07,3.9,CLIC
2015-07-08,7.2,CLIC
2015-07-09,7.25,CLIC
2015-07-10,7.15,CLIC
2015-07-11,6.6,CLIC
2015-07-12,7.2,CLIC
2015-07-13,5.75,CLIC
2015-07-14,5.9,CLIC
2015-07-15,6.5,CLIC
2015-07-16,4.45,CLIC
2015-07-17,7.05,CLIC
2015-07-18,7.1,CLIC
2015-07-19,5.14,CLIC
2015-07-20,7.16,CLIC
2015-07-21,6.3,CLIC
2015-07-22,4.4,CLIC
2015-07-23,6.3,CLIC
2015-07-24,6.65,CLIC
2015-07-25,6.75,CLIC
2015-07-26,5.6,CLIC
2015-07-27,7.95,CLIC
2015-07-28,6.75,CLIC
2015-07-29,13.85,CLIC
2015-07-30,2.35,CLIC
2015-07-31,4.5,CLIC
2015-08-01,6.7,CLIC
2015-08-02,5.8,CLIC
2015-08-03,7.8,CLIC
2015-08-04,6.95,CLIC
2015-08-05,5.3,CLIC
2015-08-06,7.65,CLIC
2015-08-07,6.9,CLIC
2015-08-08,5.55,CLIC
2015-08-09,6.85,CLIC
2015-08-10,7.75,CLIC
2015-08-11,6.6,CLIC
2015-08-12,7.05,CLIC
2015-08-13,7.15,CLIC
2015-08-14,7.85,CLIC
2015-08-15,6.95,CLIC
2015-08-16,6.6,CLIC
2015-08-17,6.05,CLIC
2015-08-18,6.55,CLIC
2015-08-19,5.95,CLIC
2015-08-20,5.05,CLIC
2015-08-21,4.2,CLIC
2015-08-22,5.35,CLIC
2015-08-23,4.2,CLIC
2015-08-24,5.05,CLIC
2015-08-25,4.53,CLIC
2015-08-26,5.07,CLIC
2015-08-27,5.3,CLIC
2015-08-28,7.15,CLIC
2015-08-29,4.6,CLIC
2015-08-30,6.15,CLIC
2015-08-31,3.76,CLIC
2015-09-01,3.14,CLIC
2015-09-02,5,CLIC
2015-09-03,6.95,CLIC
2015-09-04,1.37,CLIC
2015-09-05,7.73,CLIC
2015-09-06,3.35,CLIC
2015-09-07,3.9,CLIC
2015-09-08,4.1,CLIC
2015-09-09,6.4,CLIC
2015-09-10,9.6,CLIC
2015-09-11,3.2,CLIC
2015-09-12,2,CLIC
2015-09-13,1.55,CLIC
2015-09-14,2,CLIC
2015-09-15,2.45,CLIC
2015-09-16,6.3,CLIC
2015-09-17,2.2,CLIC
2015-09-18,4.3,CLIC
2015-09-19,4.05,CLIC
2015-09-20,2.95,CLIC
2015-09-21,4.5,CLIC
2015-09-22,4.9,CLIC
2015-09-23,3.55,CLIC
2015-09-24,2,CLIC
2015-09-25,4.85,CLIC
2015-09-26,3.1,CLIC
2015-09-27,4.8,CLIC
2015-09-28,3.7,CLIC
2015-09-29,4.51,CLIC
2015-09-30,3.39,CLIC
2015-10-01,4.1,CLIC
2015-10-02,5.55,CLIC
2015-10-03,3.75,CLIC
2015-10-04,2,CLIC
2015-10-05,0.5,CLIC
2015-10-06,1.5,CLIC
2015-10-07,1.95,CLIC
2015-10-08,1.15,CLIC
2015-10-09,0.7,CLIC
2015-10-10,2.1,CLIC
2015-10-11,1.6,CLIC
2015-10-12,5.51,CLIC
2015-10-13,9.49,CLIC
2015-10-14,2.9,CLIC
2015-10-15,4.5,CLIC
2015-10-16,3.15,CLIC
2015-10-17,3.05,CLIC
2015-10-18,2.5,CLIC
2015-10-19,1.85,CLIC
2015-10-20,0.9,CLIC
2015-10-21,3,CLIC
2015-10-22,2.51,CLIC
2015-10-23,1.44,CLIC
2015-10-24,2.4,CLIC
2015-10-25,4.4,CLIC
2015-10-26,2.75,CLIC
2015-10-27,2.45,CLIC
2015-10-28,2.7,CLIC
2015-10-29,3.2,CLIC
2015-10-30,0.1,CLIC
2015-10-31,2.1,CLIC
2015-11-01,1.62,CLIC
2015-11-02,3.98,CLIC
2015-11-03,0.75,CLIC
2015-11-04,3.3,CLIC
2015-11-05,2.45,CLIC
2015-11-06,2,CLIC
2015-11-07,0.25,CLIC
2015-11-08,1.55,CLIC
2015-11-09,0.8,CLIC
2015-11-10,1.8,CLIC
2015-11-11,1.9,CLIC
2015-11-12,3.05,CLIC
2015-11-13,0.55,CLIC
2015-11-14,0.45,CLIC
2015-11-15,0.75,CLIC
2015-11-16,0.7,CLIC
2015-11-17,0.86,CLIC
2015-11-18,2.74,CLIC
2015-11-19,3.2,CLIC
2015-11-20,1.53,CLIC
2015-11-21,0.29,CLIC
2015-11-22,3.78,CLIC
2015-11-23,1.9,CLIC
2015-11-24,1.7,CLIC
2015-11-25,0.82,CLIC
2015-11-26,2.33,CLIC
2015-11-27,1.66,CLIC
2015-11-28,0.59,CLIC
2015-11-29,1.08,CLIC
2015-11-30,1.72,CLIC
2015-12-01,0.42,CLIC
2015-12-02,1.88,CLIC
2015-12-03,2.6,CLIC
2015-12-04,1,CLIC
2015-12-05,0.8,CLIC
2015-12-06,1.05,CLIC
2015-12-07,1.01,CLIC
2015-12-08,0.96,CLIC
2015-12-09,0.89,CLIC
2015-12-10,3.41,CLIC
2015-12-11,2.28,CLIC
2015-12-12,1.95,CLIC
2015-12-13,0.81,CLIC
2015-12-14,2.06,CLIC
2015-12-15,3.34,CLIC
2015-12-16,3.44,CLIC
2015-12-17,1.29,CLIC
2015-12-18,2.91,CLIC
2015-12-19,2,CLIC
2015-12-20,0.9,CLIC
2015-12-21,1.3,CLIC
2015-12-22,0.8,CLIC
2015-12-23,1.42,CLIC
2015-12-24,2.98,CLIC
2015-12-25,2.2,CLIC
2015-12-26,1.32,CLIC
2015-12-27,2.42,CLIC
2015-12-28,1.97,CLIC
2015-12-29,2.61,CLIC
2015-12-30,2.2,CLIC
2015-12-31,0.8,CLIC
2016-01-01,0.3,CLIC
2016-01-02,2.94,CLIC
2016-01-03,1.11,CLIC
2016-01-04,1.01,CLIC
2016-01-05,1.39,CLIC
2016-01-06,1.03,CLIC
2016-01-07,1.62,CLIC
2016-01-08,2.52,CLIC
2016-01-09,3.08,CLIC
2016-01-10,1.35,CLIC
2016-01-11,2.42,CLIC
2016-01-12,1.61,CLIC
2016-01-13,0.75,CLIC
2016-01-14,2.4,CLIC
2016-01-15,1.39,CLIC
2016-01-16,6.26,CLIC
2016-01-17,3.22,CLIC
2016-01-18,2.1,CLIC
2016-01-19,1.7,CLIC
2016-01-20,2.7,CLIC
2016-01-21,3.3,CLIC
2016-01-22,3.3,CLIC
2016-01-23,2.45,CLIC
2016-01-24,2.35,CLIC
2016-01-25,0.95,CLIC
2016-01-26,4.15,CLIC
2016-01-27,0.19,CLIC
2016-01-28,1.91,CLIC
2016-01-29,1.27,CLIC
2016-01-30,3.03,CLIC
2016-01-31,2.99,CLIC
2016-02-01,4.01,CLIC
2016-02-02,2.65,CLIC
2016-02-03,3.75,CLIC
2016-02-04,2.95,CLIC
2016-02-05,0.55,CLIC
2016-02-06,2.8,CLIC
2016-02-07,3.7,CLIC
2016-02-08,2.9,CLIC
2016-02-09,3.2,CLIC
2016-02-10,3.9,CLIC
2016-02-11,2.7,CLIC
2016-02-12,4.3,CLIC
2016-02-13,1.23,CLIC
2016-02-14,4.45,CLIC
2016-02-15,5.02,CLIC
2016-02-16,3.4,CLIC
2016-02-17,1.52,CLIC
2016-02-18,5.08,CLIC
2016-02-19,3.09,CLIC
2016-02-20,2.59,CLIC
2016-02-21,1.63,CLIC
2016-02-22,1.32,CLIC
2016-02-23,6.37,CLIC
2016-02-24,4,CLIC
2016-02-25,3.25,CLIC
2016-02-26,2.04,CLIC
2016-02-27,2.8,CLIC
2016-02-28,2.17,CLIC
2016-02-29,2.68,CLIC
2016-03-01,4.9,CLIC
2016-03-02,3.6,CLIC
2016-03-03,5.55,CLIC
2016-03-04,1.9,CLIC
2016-03-05,2.41,CLIC
2016-03-06,2.78,CLIC
2016-03-07,2.19,CLIC
2016-03-08,3.54,CLIC
2016-03-09,4.3,CLIC
2016-03-10,1.58,CLIC
2016-03-11,3.6,CLIC
2016-03-12,2.55,CLIC
2016-03-13,5.95,CLIC
2016-03-14,6.7,CLIC
2016-03-15,3.6,CLIC
2016-03-16,0.6,CLIC
2016-03-17,4.5,CLIC
2016-03-18,5.1,CLIC
2016-03-19,5.52,CLIC
2016-03-20,2.46,CLIC
2016-03-21,3.89,CLIC
2016-03-22,5.11,CLIC
2016-03-23,6.22,CLIC
2016-03-24,5.35,CLIC
2016-03-25,3.99,CLIC
2016-03-26,3.46,CLIC
2016-03-27,1.68,CLIC
2016-03-28,3.32,CLIC
2016-03-29,1.45,CLIC
2016-03-30,5.45,CLIC
2016-03-31,5,CLIC
2016-04-01,3.27,CLIC
2016-04-02,2.98,CLIC
2016-04-03,5.12,CLIC
2016-04-04,5.02,CLIC
2016-04-05,5.08,CLIC
2016-04-06,3.8,CLIC
2016-04-07,3.8,CLIC
2016-04-08,3.98,CLIC
2016-04-09,2.02,CLIC
2016-04-10,3.2,CLIC
2016-04-11,5.15,CLIC
2016-04-12,1.85,CLIC
2016-04-13,2.8,CLIC
2016-04-14,0.95,CLIC
2016-04-15,1.08,CLIC
2016-04-16,4.07,CLIC
2016-04-17,3.18,CLIC
2016-04-18,5.2,CLIC
2016-04-19,6.74,CLIC
2016-04-20,1.78,CLIC
2016-04-21,4.7,CLIC
2016-04-22,6.04,CLIC
2016-04-23,0.91,CLIC
2016-04-24,5.47,CLIC
2016-04-25,5.58,CLIC
2016-04-26,6.8,CLIC
2016-04-27,7.9,CLIC
2016-04-28,4.63,CLIC
2016-04-29,3.31,CLIC
2016-04-30,7.71,CLIC
2016-05-01,2.62,CLIC
2016-05-02,7.03,CLIC
2016-05-03,2.24,CLIC
2016-05-04,3.76,CLIC
2016-05-05,6.35,CLIC
2016-05-06,3.13,CLIC
2016-05-07,6.92,CLIC
2016-05-08,1.7,CLIC
2016-05-09,3.39,CLIC
2016-05-10,6.71,CLIC
2016-05-11,2.6,CLIC
2016-05-12,4.3,CLIC
2016-05-13,2.9,CLIC
2016-05-14,3.6,CLIC
2016-05-15,0.2,CLIC
2016-05-16,1.9,CLIC
2016-05-17,1,CLIC
2016-05-18,6.06,CLIC
2016-05-19,3.9,CLIC
2016-05-20,1.74,CLIC
2016-05-21,1.65,CLIC
2016-05-22,5.65,CLIC
2016-05-23,6.2,CLIC
2016-05-24,4.2,CLIC
2016-05-25,3.1,CLIC
2016-05-26,2.98,CLIC
2016-05-27,3,CLIC
2016-05-28,3.92,CLIC
2016-05-29,0.72,CLIC
2016-05-30,2.73,CLIC
2016-05-31,4.75,CLIC
2016-06-01,4.75,CLIC
2016-06-02,1.5,CLIC
2016-06-03,4.62,CLIC
2016-06-04,2.76,CLIC
2016-06-05,3.92,CLIC
2016-06-06,3.6,CLIC
2016-06-07,6.7,CLIC
2016-06-08,4.32,CLIC
2016-06-09,3.98,CLIC
2016-06-10,4.46,CLIC
2016-06-11,2.53,CLIC
2016-06-12,3.98,CLIC
2016-06-13,6.28,CLIC
2016-06-14,5.85,CLIC
2016-06-15,6.45,CLIC
2016-06-16,6.3,CLIC
2016-06-17,4.52,CLIC
2016-06-18,5.66,CLIC
2016-06-19,6.07,CLIC
2016-06-20,3.5,CLIC
2016-06-21,6.15,CLIC
2016-06-22,6.8,CLIC
2016-06-23,5.28,CLIC
2016-06-24,4.35,CLIC
2016-06-25,9.34,CLIC
2016-06-26,5.43,CLIC
2016-06-27,3.9,CLIC
2016-06-28,6.56,CLIC
2016-06-29,4.31,CLIC
2016-06-30,6.7,CLIC
2016-07-01,6.15,CLIC
2016-07-02,6.92,CLIC
2016-07-03,9.28,CLIC
2016-07-04,9.92,CLIC
2016-07-05,9.03,CLIC
2016-07-06,8.6,CLIC
2016-07-07,9.26,CLIC
2016-07-08,5.84,CLIC
2016-07-09,8.05,CLIC
2016-07-10,6.87,CLIC
2016-07-11,8.63,CLIC
2016-07-12,7.95,CLIC
2016-07-13,8,CLIC
2016-07-14,8.68,CLIC
2016-07-15,10.37,CLIC
2016-07-16,10.99,CLIC
2016-07-17,7.93,CLIC
2016-07-18,9.23,CLIC
2016-07-19,7.56,CLIC
2016-07-20,5.98,CLIC
2016-07-21,5.71,CLIC
2016-07-22,7.07,CLIC
2016-07-23,6.85,CLIC
2016-07-24,9.13,CLIC
2016-07-25,6.9,CLIC
2016-07-26,6.6,CLIC
2016-07-27,2.92,CLIC
2016-07-28,3.78,CLIC
2016-07-29,5.6,CLIC
2016-07-30,6.3,CLIC
2016-07-31,8.1,CLIC
2016-08-01,7.99,CLIC
2016-08-02,8.58,CLIC
2016-08-03,6.02,CLIC
2016-08-04,7.31,CLIC
2016-08-05,8.7,CLIC
2016-08-06,5.44,CLIC
2016-08-07,6.9,CLIC
2016-08-08,8.3,CLIC
2016-08-09,6.15,CLIC
2016-08-10,6.51,CLIC
2016-08-11,7.72,CLIC
2016-08-12,6.77,CLIC
2016-08-13,5.25,CLIC
2016-08-14,1.1,CLIC
2016-08-15,3.55,CLIC
2016-08-16,4.43,CLIC
2016-08-17,6.42,CLIC
2016-08-18,5.8,CLIC
2016-08-19,7.25,CLIC
2016-08-20,5.55,CLIC
2016-08-21,3.7,CLIC
2016-08-22,3.8,CLIC
2016-08-23,7.07,CLIC
2016-08-24,7.52,CLIC
2016-08-25,5.1,CLIC
2016-08-26,5.11,CLIC
2016-08-27,3.33,CLIC
2016-08-28,7.2,CLIC
2016-08-29,4.8,CLIC
2016-08-30,3.82,CLIC
2016-08-31,3.26,CLIC
2016-09-01,4.09,CLIC
2016-09-02,7.6,CLIC
2016-09-04,3.42,CLIC
2016-09-05,2.91,CLIC
2016-09-06,2.82,CLIC
2016-09-07,5.98,CLIC
2016-09-08,1.07,CLIC
2016-09-09,4.99,CLIC
2016-09-10,3.58,CLIC
2016-09-11,3.43,CLIC
2016-09-12,5.1,CLIC
2016-09-13,5.5,CLIC
2016-09-14,4.13,CLIC
2016-09-15,2.97,CLIC
2016-09-16,3.4,CLIC
2016-09-17,2.7,CLIC
2016-09-18,4.5,CLIC
2016-09-19,3.27,CLIC
2016-09-20,3.73,CLIC
2016-09-21,4.2,CLIC
2016-09-22,3.98,CLIC
2016-09-23,4.42,CLIC
2016-09-24,2.32,CLIC
2016-09-25,2.98,CLIC
2016-09-26,3.4,CLIC
2016-09-27,1.6,CLIC
2016-09-28,2.45,CLIC
2016-09-29,0.55,CLIC
2016-09-30,4.9,CLIC
2016-10-01,1.2,CLIC
2016-10-02,1.82,CLIC
2016-10-03,1.68,CLIC
2016-10-04,3.02,CLIC
2016-10-05,3.1,CLIC
2016-10-06,5.68,CLIC
2016-10-07,1.75,CLIC
2016-10-08,1.52,CLIC
2016-10-09,2.26,CLIC
2016-10-10,1.87,CLIC
2016-10-11,2.99,CLIC
2016-10-12,4.99,CLIC
2016-10-13,4.29,CLIC
2016-10-14,0.83,CLIC
2016-10-15,3.98,CLIC
2016-10-16,2.42,CLIC
2016-10-17,1.32,CLIC
2016-10-18,3.88,CLIC
2016-10-19,2.67,CLIC
2016-10-20,5.35,CLIC
2016-10-21,1.68,CLIC
2016-10-22,2.12,CLIC
2016-10-23,2.48,CLIC
2016-10-24,1.7,CLIC
2016-10-25,0.62,CLIC
2016-10-26,1.98,CLIC
2016-10-27,3.1,CLIC
2016-10-28,2.6,CLIC
2016-10-29,2.6,CLIC
2016-10-30,2.55,CLIC
2016-10-31,2.15,CLIC
2016-11-01,1.65,CLIC
2016-11-02,3.65,CLIC
2016-11-03,3.05,CLIC
2016-11-04,0.93,CLIC
2016-11-05,0.5,CLIC
2016-11-06,0.3,CLIC
2016-11-07,0.48,CLIC
2016-11-08,3.17,CLIC
2016-11-09,1.89,CLIC
2016-11-10,0.86,CLIC
2016-11-11,0.5,CLIC
2016-11-12,0.2,CLIC
2016-11-13,1.02,CLIC
2016-11-14,1.38,CLIC
2016-11-15,0.9,CLIC
2016-11-16,1.7,CLIC
2016-11-17,0.81,CLIC
2016-11-18,3.99,CLIC
2016-11-19,2.65,CLIC
2016-11-20,1.85,CLIC
2016-11-21,0.73,CLIC
2016-11-22,1.87,CLIC
2016-11-23,1.82,CLIC
2016-11-24,0.47,CLIC
2016-11-25,2.11,CLIC
2016-11-26,1.58,CLIC
2016-11-27,1.05,CLIC
2016-11-28,0.97,CLIC
2016-11-29,3.8,CLIC
2016-11-30,2.66,CLIC
2016-12-01,1.14,CLIC
2016-12-02,0.6,CLIC
2016-12-03,0.8,CLIC
2016-12-04,1.88,CLIC
2016-12-05,0.94,CLIC
2016-12-06,1.7,CLIC
2016-12-07,0.48,CLIC
2016-12-08,0.21,CLIC
2016-12-09,0.14,CLIC
2016-12-10,0.75,CLIC
2016-12-11,0.68,CLIC
2016-12-12,0.78,CLIC
2016-12-13,1.64,CLIC
2016-12-14,1.48,CLIC
2016-12-15,0.82,CLIC
2016-12-16,0.6,CLIC
2016-12-17,0.67,CLIC
2016-12-18,1.78,CLIC
2016-12-19,2.13,CLIC
2016-12-20,0.51,CLIC
2016-12-21,1.05,CLIC
2016-12-22,0.33,CLIC
2016-12-23,1.13,CLIC
2016-12-24,1.28,CLIC
2016-12-25,0.32,CLIC
2016-12-26,1.7,CLIC
2016-12-27,0.37,CLIC
2016-12-28,2.43,CLIC
2016-12-29,0.55,CLIC
2016-12-30,2.75,CLIC
2016-12-31,0.6,CLIC
2017-01-01,1.4,CLIC
2017-01-02,1.3,CLIC
2017-01-03,2.49,CLIC
2017-01-04,2.01,CLIC
2017-01-05,7.2,CLIC
2017-01-06,2.4,CLIC
2017-01-07,1.1,CLIC
2017-01-08,0.7,CLIC
2017-01-09,1.04,CLIC
2017-01-10,0.54,CLIC
2017-01-11,1.32,CLIC
2017-01-12,0.85,CLIC
2017-01-13,1.85,CLIC
2017-01-14,3.5,CLIC
2017-01-15,0.82,CLIC
2017-01-16,1.78,CLIC
2017-01-17,1.57,CLIC
2017-01-18,0.93,CLIC
2017-01-19,0.3,CLIC
2017-01-20,2.4,CLIC
2017-01-21,2.8,CLIC
2017-01-22,3.28,CLIC
2017-01-23,2.52,CLIC
2017-01-24,1,CLIC
2017-01-25,1.74,CLIC
2017-01-26,1.96,CLIC
2017-01-27,3.78,CLIC
2017-01-28,0.52,CLIC
2017-01-29,1.39,CLIC
2017-01-30,2.56,CLIC
2017-01-31,0.78,CLIC
2017-03-01,5.6,CLIC
2017-03-02,4.7,CLIC
2017-03-03,0.98,CLIC
2017-03-04,3.22,CLIC
2017-03-05,1.32,CLIC
2017-03-06,2.63,CLIC
2017-03-07,3.3,CLIC
2017-03-08,1.5,CLIC
2017-03-09,1.65,CLIC
2017-03-10,3,CLIC
2017-03-11,1.33,CLIC
2017-03-12,3.69,CLIC
2017-03-13,1.46,CLIC
2017-03-14,2.42,CLIC
2017-03-15,0.89,CLIC
2017-03-16,3.99,CLIC
2017-03-17,0.87,CLIC
2017-03-18,2.45,CLIC
2017-03-19,2.5,CLIC
2017-03-20,2.83,CLIC
2017-03-21,3.32,CLIC
2017-03-22,2.64,CLIC
2017-03-23,4.11,CLIC
2017-03-24,3.25,CLIC
2017-03-25,4.05,CLIC
2017-03-26,3.32,CLIC
2017-03-27,2.48,CLIC
2017-03-28,4.18,CLIC
2017-03-29,5.04,CLIC
2017-03-30,3.58,CLIC
2017-03-31,4.1,CLIC
2017-04-01,5.12,CLIC
2017-04-02,5.3,CLIC
2017-04-03,4.88,CLIC
2017-04-04,3.1,CLIC
2017-04-05,5.29,CLIC
2017-04-06,4.9,CLIC
2017-04-07,0.41,CLIC
2017-04-08,2.93,CLIC
2017-04-09,3.89,CLIC
2017-04-10,3.18,CLIC
2017-04-11,5.39,CLIC
2017-04-12,1.81,CLIC
2017-04-13,1.2,CLIC
2017-04-14,2.09,CLIC
2017-04-15,0.86,CLIC
2017-04-16,0.75,CLIC
2017-04-17,2.7,CLIC
2017-04-18,3.23,CLIC
2017-04-19,6.49,CLIC
2017-04-20,3.31,CLIC
2017-04-21,2.4,CLIC
2017-04-22,4.48,CLIC
2017-04-23,2.48,CLIC
2017-04-24,3.42,CLIC
2017-04-25,4.04,CLIC
2017-04-26,4.87,CLIC
2017-04-27,4.36,CLIC
2017-04-28,4.9,CLIC
2017-04-29,5.02,CLIC
2017-04-30,5.43,CLIC
2017-05-01,5.48,CLIC
2017-05-02,7.37,CLIC
2017-05-03,9,CLIC
2017-05-04,4.9,CLIC
2017-05-05,3.71,CLIC
2017-05-06,8.49,CLIC
2017-05-07,3.8,CLIC
2017-05-08,0.85,CLIC
2017-05-09,2.15,CLIC
2017-05-10,5.3,CLIC
2017-05-11,4.3,CLIC
2017-05-12,5.4,CLIC
2017-05-13,3.53,CLIC
2017-05-14,6.07,CLIC
2017-05-15,5.06,CLIC
2017-05-16,7.14,CLIC
2017-05-17,6.15,CLIC
2017-05-18,3.77,CLIC
2017-05-19,3.18,CLIC
2017-05-20,5.6,CLIC
2017-05-21,4.04,CLIC
2017-05-22,4.24,CLIC
2017-05-23,1.72,CLIC
2017-05-24,4.2,CLIC
2017-05-25,5.02,CLIC
2017-05-26,3.33,CLIC
2017-05-27,6.55,CLIC
2017-05-28,11.78,CLIC
2017-05-29,1.62,CLIC
2017-05-30,4.5,CLIC
2017-05-31,3.75,CLIC
2017-06-01,3.35,CLIC
2017-06-02,2.65,CLIC
2017-06-03,3.01,CLIC
2017-06-04,5.52,CLIC
2017-06-05,3.35,CLIC
2017-06-06,7.52,CLIC
2017-06-07,7.05,CLIC
2017-06-08,6.35,CLIC
2017-06-09,7.67,CLIC
2017-06-10,4.22,CLIC
2017-06-11,7.28,CLIC
2017-06-12,6.18,CLIC
2017-06-13,6.23,CLIC
2017-06-14,5.37,CLIC
2017-06-15,7.8,CLIC
2017-06-16,6.25,CLIC
2017-06-17,8.35,CLIC
2017-06-18,6.7,CLIC
2017-06-19,6.98,CLIC
2017-06-20,7.32,CLIC
2017-06-21,7.34,CLIC
2017-06-22,6.86,CLIC
2017-06-23,8.4,CLIC
2017-06-24,5.6,CLIC
2017-06-25,5.6,CLIC
2017-06-26,6.94,CLIC
2017-06-27,5.28,CLIC
2017-06-28,3.88,CLIC
2017-06-29,6,CLIC
2017-06-30,6.6,CLIC
2017-07-01,7.74,CLIC
2017-07-02,11.26,CLIC
2017-07-03,9.75,CLIC
2017-07-04,9.13,CLIC
2017-07-05,10.52,CLIC
2017-07-06,9.29,CLIC
2017-07-07,8.31,CLIC
2017-07-08,4.9,CLIC
2017-07-09,6.62,CLIC
2017-07-10,6.3,CLIC
2017-07-11,4.4,CLIC
2017-07-12,3.22,CLIC
2017-07-13,1.68,CLIC
2017-07-14,5.71,CLIC
2017-07-15,6.17,CLIC
2017-07-16,4.6,CLIC
2017-07-17,3.94,CLIC
2017-07-18,5.4,CLIC
2017-07-19,5.55,CLIC
2017-07-20,8.27,CLIC
2017-07-21,4,CLIC
2017-07-22,8.48,CLIC
2017-07-23,9.86,CLIC
2017-07-24,6.4,CLIC
2017-07-25,8.39,CLIC
2017-07-26,7.85,CLIC
2017-07-27,8.05,CLIC
2017-07-28,5.85,CLIC
2017-07-29,7.07,CLIC
2017-07-30,7.83,CLIC
2017-07-31,7.7,CLIC
2017-08-01,8.1,CLIC
2017-08-02,8.9,CLIC
2017-08-03,4.96,CLIC
2017-08-04,1.44,CLIC
2017-08-05,3.77,CLIC
2017-08-06,4.73,CLIC
2017-08-07,9.62,CLIC
2017-08-08,2.56,CLIC
2017-08-09,4.03,CLIC
2017-08-10,10.86,CLIC
2017-08-11,4.63,CLIC
2017-08-12,5.95,CLIC
2017-08-13,4.9,CLIC
2017-08-14,7.13,CLIC
2017-08-15,5.19,CLIC
2017-08-16,4.75,CLIC
2017-08-17,7.18,CLIC
2017-08-18,7.14,CLIC
2017-08-19,7.16,CLIC
2017-08-20,5.86,CLIC
2017-08-21,4.54,CLIC
2017-08-22,6.02,CLIC
2017-08-23,7.33,CLIC
2017-08-24,5.35,CLIC
2017-08-25,5.7,CLIC
2017-08-26,5.11,CLIC
2017-08-27,5.62,CLIC
2017-08-28,10.82,CLIC
2017-08-29,8.65,CLIC
2017-08-30,1.95,CLIC
2017-08-31,4.17,CLIC
2017-09-01,4.98,CLIC
2017-09-02,5.13,CLIC
2017-09-03,6.14,CLIC
2017-09-04,5.08,CLIC
2017-09-05,2.27,CLIC
2017-09-06,5,CLIC
2017-09-07,2.77,CLIC
2017-09-08,1.84,CLIC
2017-09-09,2.09,CLIC
2017-09-10,3.14,CLIC
2017-09-11,4.39,CLIC
2017-09-12,4.04,CLIC
2017-09-13,4.53,CLIC
2017-09-14,6.22,CLIC
2017-09-15,5.48,CLIC
2017-09-16,1.86,CLIC
2017-09-17,5.14,CLIC
2017-09-18,1.3,CLIC
2017-09-19,4.2,CLIC
2017-09-20,2.9,CLIC
2017-09-21,5.58,CLIC
2017-09-22,2.05,CLIC
2017-09-23,4.97,CLIC
2017-09-24,5.25,CLIC
2017-09-25,2.97,CLIC
2017-09-26,1.87,CLIC
2017-09-27,4.8,CLIC
2017-09-28,1.9,CLIC
2017-09-29,1.02,CLIC
2017-09-30,1,CLIC
2017-10-01,3.04,CLIC
2017-10-02,1.44,CLIC
2017-10-03,3.32,CLIC
2017-10-04,2.68,CLIC
2017-10-05,2.8,CLIC
2017-10-06,3.48,CLIC
2017-10-07,2.78,CLIC
2017-10-08,4.18,CLIC
2017-10-09,1.66,CLIC
2017-10-10,1.25,CLIC
2017-10-11,1.4,CLIC
2017-10-12,1.95,CLIC
2017-10-13,2.34,CLIC
2017-10-14,2.63,CLIC
2017-10-15,3.63,CLIC
2017-10-16,3.3,CLIC
2017-10-17,2.9,CLIC
2017-10-18,2.4,CLIC
